VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Libya,2019,59.35222667,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Libya,2020,58.59534093,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Libya,2021,57.88774537,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Lithuania,2019,173.8103102,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Lithuania,2020,175.5862122,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Lithuania,2021,177.7043483,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Luxembourg,2019,100.004355,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Luxembourg,2020,98.35040982,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Luxembourg,2021,96.97788748,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Madagascar,2019,17.92240578,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Madagascar,2020,17.48297274,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Madagascar,2021,17.06549736,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Malawi,2019,2.213083913,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Malawi,2020,2.154867552,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Malawi,2021,2.09932336,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Malaysia,2019,684.3729519,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Malaysia,2020,676.210504,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Malaysia,2021,668.6801767,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Maldives,2019,0,m3/inhab,I,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Maldives,2020,0,m3/inhab,I,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Maldives,2021,0,m3/inhab,I,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mali,2019,670.7208448,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mali,2020,649.9705051,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mali,2021,629.7653826,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Malta,2019,0,m3/inhab,I,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Malta,2020,0,m3/inhab,I,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Malta,2021,0,m3/inhab,I,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mauritania,2019,114.0550233,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mauritania,2020,111.1455909,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mauritania,2021,108.3429722,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mauritius,2019,71.64352736,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mauritius,2020,71.55801847,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mauritius,2021,71.49813498,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mexico,2019,1217.425122,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mexico,2020,1208.603589,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mexico,2021,1201.861285,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mongolia,2019,77.34119532,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mongolia,2020,75.8878499,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mongolia,2021,74.67630808,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Montenegro,2019,1630.721007,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Montenegro,2020,1634.215513,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Montenegro,2021,1637.310288,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Morocco,2019,494.6641741,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Morocco,2020,489.4819047,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Morocco,2021,484.3620437,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mozambique,2019,2447.915255,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mozambique,2020,2377.830576,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Mozambique,2021,2311.201284,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Myanmar,2019,292.7967181,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Myanmar,2020,290.6976853,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Myanmar,2021,288.6719906,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Namibia,2019,289.5938273,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Namibia,2020,284.6545214,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Namibia,2021,280.0358556,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Nepal,2019,2.958467418,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Nepal,2020,2.906439201,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Nepal,2021,2.840021017,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Netherlands (Kingdom of the),2019,531.8125131,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Netherlands (Kingdom of the),2020,529.6377763,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Netherlands (Kingdom of the),2021,527.6060103,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,New Zealand,2019,3405.441463,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,New Zealand,2020,3336.742978,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,New Zealand,2021,3292.124513,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Nicaragua,2019,4802.79487,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Nicaragua,2020,4737.41229,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Nicaragua,2021,4671.961626,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Niger,2019,3.994472984,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Niger,2020,3.84833522,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Niger,2021,3.708273508,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Nigeria,2019,249.2160134,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Nigeria,2020,243.2072487,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Nigeria,2021,237.4246527,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,North Macedonia,2019,1083.117016,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,North Macedonia,2020,1084.709569,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,North Macedonia,2021,1088.702201,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Norway,2019,6222.543738,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Norway,2020,6186.04014,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Norway,2021,6159.498547,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Oman,2019,19.20148919,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Oman,2020,19.45239676,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Oman,2021,19.55106006,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Pakistan,2019,124.5367907,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Pakistan,2020,122.3971275,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Pakistan,2021,120.1727488,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Palestine,2019,0,m3/inhab,I,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Palestine,2020,0,m3/inhab,I,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Palestine,2021,0,m3/inhab,I,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Panama,2019,2158.778717,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Panama,2020,2127.679888,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Panama,2021,2099.871141,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Papua New Guinea,2019,0,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Papua New Guinea,2020,0,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Papua New Guinea,2021,0,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Paraguay,2019,5134.589051,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Paraguay,2020,5065.802247,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Paraguay,2021,5001.492437,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Peru,2019,175.8677973,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Peru,2020,173.3336824,m3/inhab,E,False
Water resources,Exploitable water resources and dam capacity,Dam capacity per capita,Peru,2021,171.2221668,m3/inhab,E,False
